Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Кобыльник [54.906771,26.706599]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Комаи [55.05917,26.60278]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Лынтупы [55.05,26.31667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Магеляны [55.258,26.439]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Нестанишки [54.8892476,25.7491249]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Свенцянский уезд > Свенцяны [55.13333,26.15556]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Трокский уезд > Бутриманцы [54.50278,24.25278]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Трокский уезд > Высокий Двор [54.58056,24.52778]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Трокский уезд > Ганушишки [54.4812366,24.5809041]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Трокский уезд > Гегужин [55.8511947,24.3205896]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Трокский уезд > Дауги [54.35833,24.34444]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Трокский уезд > Душмяны (Дусмяны) [54.4389231,24.4896191]
